,Marka,Model,EAN,RAM,Flash,SIMM,Kolor,mgsm,source
1591,Oppo,Reno 2Z,6944284649002,8 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Oppo/Reno2Z/,https://www.euro.com.pl/telefony-komorkowe/oppo-smartfon-reno-2z-white-oppo.bhtml#afterSearch-6944284649002||||product
1592,Oppo,Reno 2Z,6944284648999,8 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Oppo/Reno2Z/,https://www.euro.com.pl/telefony-komorkowe/oppo-smartfon-reno-2z-black-oppo.bhtml#afterSearch-6944284648999||||product
1593,Redmi,Note 8 Pro,6941059634638,6 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/Note8Pro/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-note-8pro-64g-wh-xiaomi.bhtml#afterSearch-6941059634638||||product
1594,Redmi,Note 8 Pro,6941059629641,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/Note8Pro/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-note-8pro-128g-wh-xiaomi.bhtml#afterSearch-6941059629641||||product
1595,Redmi,Note 8 Pro,6941059634645,6 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/Note8Pro/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-note-8pro-64g-gra-xiaomi.bhtml#afterSearch-6941059634645||||product
1596,Redmi,Note 8 Pro,6941059629658,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/Note8Pro/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-note-8pro-128g-gre-xiaomi.bhtml#afterSearch-6941059629658||||product
1597,myPhone,Prime 4 Lite,5902983606970,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/myPhone/Prime4Lite/,https://www.euro.com.pl/telefony-komorkowe/myphone-smartfon-prime-4-lite-black-myphone.bhtml#afterSearch-5902983606970||||product
1598,Nokia,7.2,6438409037121,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Nokia/7.2,https://www.euro.com.pl/telefony-komorkowe/nokia-smartfon-nokia-7-2-ds-6-128-black.bhtml#afterSearch-6438409037121||||product
1599,Nokia,7.2,6438409037107,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Nokia/7.2,https://www.euro.com.pl/telefony-komorkowe/nokia-smartfon-nokia-7-2-ds-4-64-black.bhtml#afterSearch-6438409037107||||product
1600,Nokia,800 Tough,6438409039590,0.5 GB,4 GB,1,null,https://www.mgsm.pl/pl/katalog/Nokia/800Tough/,https://www.euro.com.pl/telefony-komorkowe/nokia-tel-kom-nokia-800-ta-1186-black.bhtml#afterSearch-6438409039590||||product
1601,Nokia,800 Tough,6438409040923,0.5 GB,4 GB,1,null,https://www.mgsm.pl/pl/katalog/Nokia/800Tough/,https://www.euro.com.pl/telefony-komorkowe/nokia-tel-kom-nokia-800-ta-1186-grey.bhtml#afterSearch-6438409040923||||product
1602,Sony,Xperia 5,7311271630678,6 GB,128 GB,1,null,https://www.mgsm.pl/pl/katalog/Sony/Xperia5/,https://www.euro.com.pl/telefony-komorkowe/sony-smartfon-xperia-5-blue-sony.bhtml#afterSearch-7311271630678||||product
1603,Sony,Xperia 5,7311271630654,6 GB,128 GB,1,null,https://www.mgsm.pl/pl/katalog/Sony/Xperia5/,https://www.euro.com.pl/telefony-komorkowe/sony-smartfon-xperia-5-black-sony.bhtml#afterSearch-7311271630654||||product
1604,Motorola,One Zoom,723755135147,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/OneZoom/,null
1605,Motorola,Moto E6 Plus,723755136915,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/MotoE6Plus/,null
1606,Motorola,Moto E6 Plus,723755136823,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/MotoE6Plus/,null
1607,Oppo,A9 2020,6944284649835,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Oppo/A92020/,https://www.euro.com.pl/telefony-komorkowe/oppo-smartfon-a9-green-oppo.bhtml#afterSearch-6944284649835||||product
1608,Oppo,A9 2020,6944284649842,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Oppo/A92020/,https://www.euro.com.pl/telefony-komorkowe/oppo-smartfon-a9-purple-oppo.bhtml#afterSearch-6944284649842||||product
1609,Ulefone,Armor 3W,6937748733317,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/Armor3W/,null
1610,Ulefone,Armor 3W,6937748733324,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/Armor3W/,null
1611,Ulefone,Armor 3WT,6937748733294,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/Armor3WT/,null
1612,Ulefone,Armor 3WT,6937748733300,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/Armor3WT/,null
1613,Apple,iPhone 11,190199227033,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1614,Apple,iPhone 11,190199222960,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1615,Apple,iPhone 11,190199225923,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1616,Apple,iPhone 11,190199225183,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1617,Apple,iPhone 11,190199221116,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1618,Apple,iPhone 11,190199227408,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1619,Apple,iPhone 11,190199226296,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1620,Apple,iPhone 11,190199226661,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1621,Apple,iPhone 11,190199225558,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1622,Apple,iPhone 11,190199224810,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1623,Apple,iPhone 11,190199223332,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1624,Apple,iPhone 11 Pro,190199390331,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11Pro/,null
1625,Apple,iPhone 11 Pro,190199392038,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11Pro/,null
1626,Apple,iPhone 11 Pro,190199391697,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11Pro/,null
1627,Apple,iPhone 11 Pro,190199390676,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11Pro/,null
1628,Apple,iPhone 11 Pro,190199392373,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11Pro/,null
1629,Apple,iPhone 11 Pro,190199391352,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11Pro/,null
1630,Apple,iPhone 11 Pro,190199391017,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11Pro/,null
1631,Apple,iPhone 11 Pro,190199389991,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11Pro/,null
1632,Apple,iPhone 11 Pro,190199389656,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11Pro/,null
1633,Apple,iPhone 11 Pro,190199388970,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11Pro/,null
1634,Apple,iPhone 11 Pro,190199388635,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11Pro/,null
1635,Apple,iPhone 11 Pro Max,190199383357,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11ProMax/,null
1636,Apple,iPhone 11 Pro Max,190199381131,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11ProMax/,null
1637,Apple,iPhone 11 Pro Max,190199381506,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11ProMax/,null
1638,Apple,iPhone 11 Pro Max,190199382244,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11ProMax/,null
1639,Apple,iPhone 11 Pro Max,190199381872,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11ProMax/,null
1640,Apple,iPhone 11 Pro Max,190199382619,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11ProMax/,null
1641,Apple,iPhone 11 Pro Max,190199383722,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11ProMax/,null
1642,Apple,iPhone 11 Pro Max,190199384095,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11ProMax/,null
1643,Apple,iPhone 11 Pro Max,190199385207,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11ProMax/,null
1644,Oppo,A5 2020,6944284647862,3 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Oppo/A52020/,https://www.euro.com.pl/telefony-komorkowe/oppo-smartfon-a5-white-oppo.bhtml#afterSearch-6944284647862||||product
1645,Oppo,A5 2020,6944284647855,3 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Oppo/A52020/,https://www.euro.com.pl/telefony-komorkowe/oppo-smartfon-a5-black-oppo.bhtml#afterSearch-6944284647855||||product
1646,Redmi,Note 7,6941059627531,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/Note7/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-note-7-4-128gb-mwh-xiaomi.bhtml#afterSearch-6941059627531||||product
1647,Redmi,8A,6941059630593,2 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/8A/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-8a-2-32-black-xiaomi.bhtml#afterSearch-6941059630593||||product
1648,Ulefone,Armor Flip,6937748733096,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/ArmorFlip/,null
1649,Ulefone,Power 6,6937748733201,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/Power6/,null
1650,Ulefone,Power 6,6937748733119,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/Power6/,null
1651,Ulefone,Power 6,6937748733133,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/Power6/,null
1652,Redmi,Note 8 Pro,6941059629665,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/Note8Pro/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-note-8pro-128g-gra-xiaomi.bhtml#afterSearch-6941059629665||||product
1653,Redmi,Note 8 Pro,6941059634621,6 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/Note8Pro/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-note-8pro-64g-gre-xiaomi.bhtml#afterSearch-6941059634621||||product
1654,Motorola,Moto E5 Play,723755127005,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/MotoE5Play/,null
1655,Huawei,Y5 2019,6901443297382,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/Y52019/,https://www.euro.com.pl/telefony-komorkowe/huawei-smartfon-y5-2019-amber-brown-huawei.bhtml#afterSearch-6901443297382||||product
1656,Huawei,Y5 2019,6901443297368,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/Y52019/,https://www.euro.com.pl/telefony-komorkowe/huawei-smartfon-y5-2019-modern-black-huawei.bhtml#afterSearch-6901443297368||||product
1657,Meizu,Note8,6937520051059,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Meizu/Note8/,https://www.euro.com.pl/telefony-komorkowe/meizu-smartfon-note-8-4-64gb-blue-meizu.bhtml#afterSearch-6937520051059||||product
1658,Xiaomi,Mi 9T Pro,6941059628248,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/Mi9TPro/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi-9t-pro-6-128-blue-xiaomi.bhtml#afterSearch-6941059628248||||product
1659,Apple,iPhone 11,190199223707,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1660,Apple,iPhone 11,190199222229,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1661,Apple,iPhone 11,190199221482,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1662,Apple,iPhone 11 Pro Max,190199384835,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11ProMax/,null
1663,Apple,iPhone 11 Pro Max,190199382985,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11ProMax/,null
1664,Oppo,Reno Z,6944284645141,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Oppo/RenoZ/,https://www.euro.com.pl/telefony-komorkowe/oppo-smartfon-reno-z-czarny-oppo.bhtml#afterSearch-6944284645141||||product
1665,Doogee,S60 Lite,5901801903536,4 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/S60Lite/,https://www.euro.com.pl/telefony-komorkowe/doogee-s60-lite-mineralny-czarny.bhtml#afterSearch-5901801903536||||product
1666,Doogee,S55,5901801903604,null,null,null,null,https://www.mgsm.pl/pl/katalog/Doogee/S55/,null
1667,Doogee,S55,5901801903611,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/S55/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-s55-orange.bhtml#afterSearch-5901801903611||||product
1668,Doogee,S80,5901801903970,6 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/S80/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-s80-orange.bhtml#afterSearch-5901801903970||||product
1669,Nokia,3.1 Plus,6438409025807,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Nokia/3.1Plus,https://www.euro.com.pl/telefony-komorkowe/nokia-3-1-plus-3-32gb-niebieski.bhtml#afterSearch-6438409025807||||product
1670,Doogee,Y7,6924351675004,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/Y7/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-y7-black.bhtml#afterSearch-6924351675004||||product
1671,Doogee,S90,6924351690106,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/S90/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-s90-fullset-orange.bhtml#afterSearch-6924351690106||||product
1672,Doogee,S90,6924351674205,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/S90/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-s90-fullset-black.bhtml#afterSearch-6924351674205||||product
1673,Doogee,S90,6924351673215,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/S90/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-s90-powerbank-orange.bhtml#afterSearch-6924351673215||||product
1674,Doogee,S90,6924351673208,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/S90/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-s90-powerbank-black.bhtml#afterSearch-6924351673208||||product
1675,Doogee,S90,5901801902461,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/S90/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-s90-black-doogee.bhtml#afterSearch-5901801902461||||product
1676,Doogee,X90,6924351676421,1 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/X90/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-x90-gold.bhtml#afterSearch-6924351676421||||product
1677,Doogee,X100,6924351690526,null,null,null,null,https://www.mgsm.pl/pl/katalog/Doogee/X100/,null
1678,Doogee,S40,6924351694715,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/S40/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-s40-black.bhtml#afterSearch-6924351694715||||product
1679,Nokia,2720 Flip,6438409037299,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Nokia/2720Flip/,https://www.euro.com.pl/telefony-komorkowe/nokia-tel-kom-nokia-2720-ta-1175-black.bhtml#afterSearch-6438409037299||||product
1680,Nokia,7.2,6438409037114,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Nokia/7.2,https://www.euro.com.pl/telefony-komorkowe/nokia-smartfon-nokia-7-2-ds-4-64-green.bhtml#afterSearch-6438409037114||||product
1681,Nokia,6.2,6438409037756,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Nokia/6.2,https://www.euro.com.pl/telefony-komorkowe/nokia-smartfon-nokia-6-2-ds-4-64-silver.bhtml#afterSearch-6438409037756||||product
1682,Apple,iPhone 8 Plus,2900711336437,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone8Plus/,null
1683,Apple,iPhone 11 Pro Max,190199384460,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11ProMax/,null
1684,Apple,iPhone 11 Pro,190199389311,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11Pro/,null
1685,Apple,iPhone 11,190199221857,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1686,Apple,iPhone 11,190199222595,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1687,TP-Link,Neffos X20 Pro,6935364087753,null,null,null,null,https://www.mgsm.pl/pl/katalog/TP-Link/NeffosX20Pro/,null
1688,Doogee,S40,6924351694708,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/S40/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-s40-orange.bhtml#afterSearch-6924351694708||||product
1689,Oppo,Reno 10x Zoom,6944284642591,8 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/Oppo/Reno10xZoom/,https://www.euro.com.pl/telefony-komorkowe/oppo-reno-10x-zoom-czarny.bhtml#afterSearch-6944284642591||||product
1690,Nokia,4.2,6438409029744,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Nokia/4.2,https://www.euro.com.pl/telefony-komorkowe/nokia-smartfon-nokia-4-2-ta-1157-ds-32-black.bhtml#afterSearch-6438409029744||||product
1691,Honor,8 Dual SIM,6901443133215,4 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/8DualSIM/,https://www.euro.com.pl/telefony-komorkowe/honor-8-czarny.bhtml#afterSearch-6901443133215||||product
1692,Apple,iPhone 11,190199224070,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1693,Apple,iPhone 8,190199292765,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone8/,null
1694,Nokia,6.2,6438409037749,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Nokia/6.2,https://www.euro.com.pl/telefony-komorkowe/nokia-smartfon-nokia-6-2-ds-4-64-black.bhtml#afterSearch-6438409037749||||product
1695,Huawei,Mate 10 Pro Dual SIM,6901443199075,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/Mate10ProDualSIM/,https://www.euro.com.pl/telefony-komorkowe/huawei-mate-10-pro-szary.bhtml#afterSearch-6901443199075||||product
1696,Huawei,P Smart Dual SIM,6901443211975,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/PSmartDualSIM/,https://www.euro.com.pl/telefony-komorkowe/huawei-p-smart-czarny.bhtml#afterSearch-6901443211975||||product
1697,MaxCom,Smart MS571 LTE Strong,5908235974620,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/MaxCom/SmartMS571LTEStrong/,https://www.euro.com.pl/telefony-komorkowe/maxcom-smartfon-ms571-strong-maxcom.bhtml#afterSearch-5908235974620||||product
1698,Doogee,S90,5901801902478,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/S90/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-s90-orange.bhtml#afterSearch-5901801902478||||product
1699,Apple,iPhone 11,190199224445,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone11/,null
1700,Xiaomi,Mi 9 SE,6941059622499,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/Mi9SE/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi9se-6-128gb-p-black-xiaomi.bhtml#afterSearch-6941059622499||||product
1701,ZTE,Axon 10 Pro,6902176039652,null,null,null,null,https://www.mgsm.pl/pl/katalog/ZTE/Axon10Pro/,null
1702,ZTE,Blade A5 2019,6902176039591,null,null,null,null,https://www.mgsm.pl/pl/katalog/ZTE/BladeA52019/,null
1703,ZTE,Blade V10 Vita,6902176039607,null,null,null,null,https://www.mgsm.pl/pl/katalog/ZTE/BladeV10Vita/,null
1704,Huawei,Nova 5T,6901443346097,6 GB,128 GB,null,null,https://www.mgsm.pl/pl/katalog/Huawei/Nova5T/,https://www.euro.com.pl/telefony-komorkowe/huawei-smartfon-nova-5t-crush-blue-huawei.bhtml#afterSearch-6901443346097||||product
1705,Asus,ROG Phone II,4718017421188,null,null,null,null,https://www.mgsm.pl/pl/katalog/Asus/ROGPhoneII/,null
1706,MaxCom,MM721,5908235973616,poniżej 512 MB,null,1,null,https://www.mgsm.pl/pl/katalog/MaxCom/MM721/,https://www.euro.com.pl/telefony-komorkowe/maxcom-comfort-mm721.bhtml#afterSearch-5908235973616||||product
1707,Oppo,Reno 10x Zoom,6944284642607,8 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/Oppo/Reno10xZoom/,https://www.euro.com.pl/telefony-komorkowe/oppo-reno-10x-zoom-zielony.bhtml#afterSearch-6944284642607||||product
1708,Redmi,8A,6941059630586,2 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/8A/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-8a-2-32-blue-xiaomi.bhtml#afterSearch-6941059630586||||product
1709,Redmi,8A,6941059630609,2 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/8A/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-8a-2-32-red-xiaomi.bhtml#afterSearch-6941059630609||||product
1710,Redmi,7,6941059620198,3 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/7/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-7-64gb-black-xiaomi.bhtml#afterSearch-6941059620198||||product
1711,Xiaomi,Mi 9 SE,6941059622345,6 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/Mi9SE/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi9se-6-64gb-p-black-xiaomi.bhtml#afterSearch-6941059622345||||product
1712,OnePlus,7,6921815607915,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/OnePlus/7/,https://www.euro.com.pl/telefony-komorkowe/oneplus-smartfon-7-6-128-mirror-gray-oneplus.bhtml#afterSearch-6921815607915||||product
1713,Asus,ZenFone 6 ZS630KL,4718017441612,null,null,null,null,https://www.mgsm.pl/pl/katalog/Asus/ZenFone6ZS630KL/,null
1714,Sony,Xperia 5,7311271630661,6 GB,128 GB,1,null,https://www.mgsm.pl/pl/katalog/Sony/Xperia5/,https://www.euro.com.pl/telefony-komorkowe/sony-smartfon-xperia-5-grey-sony.bhtml#afterSearch-7311271630661||||product
1715,Sony,Xperia 5,7311271630685,6 GB,128 GB,1,null,https://www.mgsm.pl/pl/katalog/Sony/Xperia5/,https://www.euro.com.pl/telefony-komorkowe/sony-smartfon-xperia-5-red-sony.bhtml#afterSearch-7311271630685||||product
1716,Asus,ZenFone 6 ZS630KL,4718017315067,null,null,null,null,https://www.mgsm.pl/pl/katalog/Asus/ZenFone6ZS630KL/,null
1717,Sony,Xperia 10,7311271627982,null,null,null,null,https://www.mgsm.pl/pl/katalog/Sony/Xperia10/,null
1718,Meizu,V8 Pro,6937520050748,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Meizu/V8Pro/,https://www.euro.com.pl/telefony-komorkowe/meizu-m8-4-64gb-niebieski.bhtml#afterSearch-6937520050748||||product
1719,Oppo,AX7,6944284635173,3 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Oppo/AX7/,https://www.euro.com.pl/telefony-komorkowe/oppo-ax7-glaring-gold.bhtml#afterSearch-6944284635173||||product
1720,Apple,iPhone 8 Plus,190199293908,null,null,null,null,https://www.mgsm.pl/pl/katalog/Apple/iPhone8Plus/,null
1721,TP-Link,Neffos C7s,6935364087982,null,null,null,null,https://www.mgsm.pl/pl/katalog/TP-Link/NeffosC7s/,null
1722,Huawei,Nova 5T,6901443346110,6 GB,128 GB,null,null,https://www.mgsm.pl/pl/katalog/Huawei/Nova5T/,https://www.euro.com.pl/telefony-komorkowe/huawei-smartfon-nova-5t-black-huawei.bhtml#afterSearch-6901443346110||||product
